20,33,146.37,18.84,1.5012,0.1968,399.9411,0.0269,4.2964,dead,dead,dead
21,9,161.1,74.31,1.5065,0.3058,186.9091,0.1269,4.4419,success,miss,miss
22,5,85.14,71.05,1.5045,0.3734,270.1473,0.2119,4.7983,miss,miss,success
23,27,128.55,11.25,1.4826,0.5485,250.8528,0.3705,4.5258,dead,dead,dead
24,3,-20.87,3.37,1.4814,0.836,99.051,0.5532,3.8459,collision,miss,miss
25,13,210.7,72.63,1.4719,1.0323,275.2476,0.5103,3.8931,success,miss,miss
26,5,-0.73,9.67,1.4646,1.3266,107.9539,0.701,4.2911,miss,collision,miss
27,12,127.43,69.56,1.457,1.6728,313.5345,0.892,3.98,miss,miss,success
28,17,182.69,18.51,1.4396,1.9711,264.0542,1.0184,4.689,dead,dead,dead
29,26,225.99,15.6,1.4516,2.6646,336.8652,1.4956,4.1979,dead,dead,dead
30,2,-19.15,3.83,1.4224,3.1678,269.3065,1.5474,4.9443,miss,landed,miss
31,3,-9,0,1.4237,0,0,1.8047,3.9755,dsensor_close,dsensor_close,collision
32,2,1.06,4.06,1.427,3.4488,289.6116,1.6985,4.3833,collision,dsensor_close,dsensor_close
33,14,152.29,72.87,1.3989,3.7531,227.4225,2.0528,4.0277,miss,miss,success
34,20,228.78,72.33,1.4006,4.3132,184.1643,2.8307,4.1643,miss,success,miss
35,19,324.27,78.99,1.3966,5.2932,148.2456,3.0119,3.7055,miss,miss,success
36,10,189.57,80.12,1.3868,5.6465,410.9019,3.7744,4.0937,miss,miss,success
37,27,237.32,72.69,1.3755,6.747,298.7072,4.5732,3.7306,success,miss,miss
38,7,82.89,72.08,1.3653,7.5986,615.9305,5.7361,4.5491,miss,miss,success
39,15,150.68,19.29,1.3806,7.9814,243.1802,5.5635,3.944,dsensor_close,success,dsensor_close
40,1,-26.59,0,1.3565,0,0,5.1565,2.5568,miss,collision,miss
41,12,96.33,18.84,1.3528,9.1188,204.5261,5.9542,4.0533,dead,dead,dead
42,2,-24.55,0,1.3533,0,0,5.4868,4.0949,landed,miss,miss
43,1,-3,0,1.3514,0,0,4.9995,5.7848,collision,dsensor_close,dsensor_close
44,17,202.52,71.34,1.3686,9.9699,248.644,7.825,4.1647,miss,miss,success
45,11,125.91,75.99,1.3664,10.9785,88.5585,9.7649,4.451,miss,miss,success
46,22,408.52,30.15,1.3725,12.0347,131.47,9.3558,4.2815,dead,dead,dead
47,11,134.01,71.61,1.4154,13.2999,176.2083,12.9593,4.0886,miss,miss,success
48,19,249.87,72.72,1.4225,14.1943,171.5754,12.8669,4.0256,miss,success,miss
49,15,228.68,76.95,1.4457,15.7287,219.9407,13.2632,4.2172,miss,success,found_out
50,12,216.31,82.35,1.4214,16.6773,376.5197,15.0333,3.7379,miss,miss,success
51,10,84.8,20.86,1.4573,17.6635,240.7519,17.8276,4.4908,dead,dead,dead
52,30,241.44,21.66,1.4886,19.7157,263.3818,18.9243,4.0051,dead,dead,dead
53,17,171.51,25.5,1.5472,22.3188,128.7435,21.8603,3.9458,dead,dead,dead
54,19,325.46,80.91,1.5336,24.1558,251.4187,23.4355,3.6521,miss,found_out,success
55,14,243.15,24.24,1.5634,25.1302,240.9972,23.0557,4.2037,dead,dead,dead
56,6,107.5,74.2,1.683,27.0084,349.0407,26.847,3.8544,miss,miss,success
57,13,68.48,21.65,1.6218,27.3081,119.7215,26.0141,3.9739,dead,dead,dead
58,11,67.79,21.69,1.6896,28.4784,223.9609,27.0473,3.8873,dead,dead,dead
59,3,-8.02,8.1,1.6414,0,0,24.1157,3.2731,miss,landed,miss
60,10,97.23,17.16,1.7236,28.455,343.724,30.2193,3.7495,dead,dead,dead
61,11,135.41,22.35,1.7038,29.8786,253.9025,30.1466,3.8447,dead,dead,dead
62,13,197.47,27.09,1.7535,32.0834,300.4972,24.7293,3.7457,dead,dead,dead
63,13,210.3,25.32,1.7039,32.8609,207.3151,30.281,3.7852,dead,dead,dead
64,9,176.88,76.6,1.7555,32.2612,132.2955,30.7541,4.0735,miss,miss,success
65,13,186.68,22.38,1.7885,33.4993,139.3839,34.5019,3.996,dead,dead,dead
66,12,155.09,25.77,1.87,34.7618,237.44,33.0556,3.796,dead,dead,dead
67,16,248.55,23.75,1.8845,35.0222,162.7297,35.05,4.0946,dead,dead,dead
68,11,153.02,21.94,1.9119,35.759,151.0472,33.163,3.7942,dead,dead,dead
69,10,90.16,21.41,1.8796,36.6035,293.6669,35.0884,3.9632,dead,dead,dead
70,8,122.47,78.66,1.954,34.7435,111.171,37.4637,4.1459,miss,miss,success
71,20,319.6,77.49,1.9369,34.912,215.1821,29.0422,3.4203,miss,miss,success
72,7,22.58,16.33,1.9066,34.7445,78.2552,31.7597,3.4962,miss,miss,collision
73,16,287.42,81.66,1.9953,33.5723,231.5566,36.2448,3.7159,miss,success,miss
74,13,131.96,20.94,2.0246,34.1765,136.8757,33.8469,4.0899,dead,dead,dead
75,11,87.46,27.36,2.0704,34.4758,161.8853,35.2397,4.1537,dead,dead,dead
76,14,189.26,76.32,2.1132,34.4739,131.6334,38.6176,3.8929,miss,success,miss
77,10,206.8,76.17,2.1086,33.503,234.4839,34.2223,4.0489,miss,miss,success
78,11,97.59,17.04,1.9755,34.2943,175.7717,38.6467,3.8921,dead,dead,dead
79,15,68.85,19.35,2.1225,35.0155,242.7902,40.6328,3.656,dead,dead,dead
80,7,23.49,20.36,2.0861,34.235,409.9498,33.8747,3.7849,dead,dead,dead
81,7,39.96,14.1,2.0943,35.296,95.2164,37.4094,3.2561,miss,miss,collision
82,7,137.01,77.1,2.1827,35.2359,136.319,40.1847,4.2751,miss,miss,success
83,15,281.47,80.52,2.163,35.5317,290.6649,37.7887,3.6982,miss,success,found_out
84,9,113.3,20.61,2.0432,36.4971,116.5427,35.0731,3.7366,dead,dead,dead
85,8,156.25,76.74,2.1659,35.652,237.3925,42.3166,3.8009,miss,miss,success
86,2,-24.09,0,1.9102,0,0,36.0848,4.3128,miss,collision,miss
87,7,56.31,19.83,2.1156,37.5407,154.9221,38.5845,4.1491,dead,dead,dead
88,11,234.68,82.11,2.0782,37.4021,234.1744,38.5513,3.6049,miss,miss,success
89,10,145.64,85.6,2.1234,39.4298,259.4892,35.489,4.1899,miss,miss,success
90,10,232.48,84.28,2.2737,40.3812,121.1851,37.9201,4.0841,dead,dead,dead
91,13,214.3,81.26,2.1639,40.132,435.6907,40.5738,3.6589,miss,success,miss
92,11,93.82,18.93,2.2502,39.4186,111.0419,45.5316,4.0798,dead,dead,dead
93,12,110.58,21.03,2.2395,39.5737,213.889,45.7314,3.9319,dead,dead,dead
94,7,46.57,20.37,2.105,39.0951,149.6833,37.2827,3.9924,dead,dead,dead
95,12,118.89,22.83,2.2626,37.8508,259.9573,41.6744,3.3716,dead,dead,dead
96,8,36.23,18.22,2.2693,36.992,275.0004,43.4182,3.7248,dead,dead,dead
97,18,195.79,23.04,2.1601,40.169,175.1944,44.2124,3.5379,dead,dead,dead
98,12,96.49,21.44,2.3064,41.9727,225.1533,43.577,3.5017,dead,dead,dead
99,5,125.37,76.81,2.4388,39.8458,373.1587,43.5291,4.406,miss,miss,success
100,9,176.98,78,2.3343,39.4365,257.5873,41.8508,3.7036,miss,miss,success
101,7,84.53,21.87,2.3638,38.6176,72.0664,36.6847,3.7432,dead,dead,dead
102,9,61.98,19.38,2.434,38.3394,242.0844,39.9344,3.7525,dead,dead,dead
103,9,105.56,21.82,2.4029,37.9498,113.0902,37.7009,4.1897,dead,dead,dead
104,9,88.64,22.11,2.4223,37.9641,278.5348,35.5951,3.8708,dead,dead,dead
105,11,107.46,23.8,2.4161,37.1144,160.9003,34.3536,3.5364,dead,dead,dead
106,9,115.97,27.74,2.2956,36.6845,346.4804,39.5183,3.6671,dead,dead,dead
107,8,70.38,20.53,2.4628,36.2272,177.8446,43.7644,4.0585,dead,dead,dead
108,9,43.7,18.45,2.5371,36.777,179.8009,43.7957,3.8507,dead,dead,dead
109,12,174.69,23.22,2.238,37.3319,260.2295,39.6902,3.5624,dead,dead,dead
110,12,109.67,22.7,2.4689,38.4855,377.9329,35.4555,3.6108,dead,dead,dead
111,4,99.76,76.02,2.3852,39.7395,178.7954,31.3062,3.8205,miss,miss,success
112,7,48.99,18.72,2.646,37.0991,237.5266,40.9336,3.4689,dead,dead,dead
113,9,96.75,19.56,2.6698,37.8963,265.8442,42.413,3.5917,dead,dead,dead
114,13,117.31,22.3,2.6358,39.4414,316.206,43.2453,3.6647,dead,dead,dead
115,11,122.15,26.85,2.568,38.7627,119.6811,42.6079,3.8144,dead,dead,dead
116,7,73.83,20.45,2.7519,41.5181,77.5626,39.99,3.9455,dead,dead,dead
117,9,115.84,22.67,2.5876,38.4928,198.2644,37.8117,3.699,dead,dead,dead
118,6,36.72,19.24,2.6887,41.1892,110.0259,42.3829,3.7636,dead,dead,dead
119,10,56.97,22.34,2.554,38.4379,267.5067,43.8836,3.8141,dsensor_close,dsensor_close,success
120,11,73.66,22.41,2.7463,39.0636,305.8053,46.8552,3.9168,dead,dead,dead
121,11,92.76,26.82,2.7149,39.5949,254.6136,46.4187,3.6863,dead,dead,dead
122,10,102.47,22.84,2.8011,39.9824,133.2594,47.1791,3.8552,dead,dead,dead
123,9,38.93,21.06,2.7221,40.6555,173.618,40.1293,3.7632,dead,dead,dead
124,10,108.23,20.7,2.8017,40.494,118.7413,44.2881,3.9322,dsensor_close,dsensor_close,success
